vin_1_10,county,city,state,zip_code,model_year,make,model,ev_type,cafv_type,electric_range,base_msrp,legislative_district,dol_vehicle_id,geocoded_column,electric_utility,_2020_census_tract,:@computed_region_x4ys_rtnd,:@computed_region_fny7_vc3j,:@computed_region_8ddd_yn5v
7SAYGDEFXP,King,Seattle,WA,98103,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,228187816,"{'type': 'Point', 'coordinates': [-122.35436, 47.67596]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005000,3009,7,4
3FMTK3SU4M,King,Kent,WA,98030,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,33,196771543,"{'type': 'Point', 'coordinates': [-122.19564, 47.37271]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029702,3009,8,46
5YJ3E1EBXK,King,Kirkland,WA,98033,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,48,1395453,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501,3009,1,47
7SAYGAEE0P,King,Redmond,WA,98052,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,224658486,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321,3009,1,49
JTMAB3FV1M,King,Covington,WA,98042,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,47,151579333,"{'type': 'Point', 'coordinates': [-122.09124, 47.33778]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031705,3009,8,46
1N4AZ1CP4K,King,Bellevue,WA,98007,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,48,476671107,"{'type': 'Point', 'coordinates': [-122.12053, 47.61334]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023300,3009,9,49
5YJYGDEE4M,Snohomish,Lynnwood,WA,98087,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,180745239,"{'type': 'Point', 'coordinates': [-122.27981, 47.85727]}",PUGET SOUND ENERGY INC,53061041816,3213,2,7
1N4AZ0CP1D,King,Seattle,WA,98119,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36,245254355,"{'type': 'Point', 'coordinates': [-122.3684, 47.64586]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900,3009,7,31
5YJ3E1EB0M,King,Seattle,WA,98122,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,37,150302253,"{'type': 'Point', 'coordinates': [-122.31009, 47.60803]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,3009,9,38
2C4RC1N73K,Snohomish,Lynnwood,WA,98036,2019,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39995,1,151552887,"{'type': 'Point', 'coordinates': [-122.29245, 47.82557]}",PUGET SOUND ENERGY INC,53061051932,3213,2,21
5YJ3E1EA0L,King,Woodinville,WA,98072,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,45,1975998,"{'type': 'Point', 'coordinates': [-122.15545, 47.75448]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032320,3009,1,47
WBY1Z8C35H,King,Seattle,WA,98178,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,0,37,174035550,"{'type': 'Point', 'coordinates': [-122.23825, 47.49461]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902,3009,9,38
KM8S7DA26P,King,Seattle,WA,98177,2023,HYUNDAI,SANTA FE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,0,36,235154650,"{'type': 'Point', 'coordinates': [-122.36498, 47.72238]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001400,3009,7,21
2C4RC1N7XJ,King,Seattle,WA,98177,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,36,294509015,"{'type': 'Point', 'coordinates': [-122.36498, 47.72238]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001600,3009,7,21
5YJSA1DP5C,King,Seattle,WA,98122,2012,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,265,59900,37,141443333,"{'type': 'Point', 'coordinates': [-122.31009, 47.60803]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008600,3009,9,38
WBY1Z4C56G,Kitsap,Poulsbo,WA,98370,2016,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,0,23,191824146,"{'type': 'Point', 'coordinates': [-122.64681, 47.73689]}",PUGET SOUND ENERGY INC,53035090202,848,6,29
7SAYGDEF4P,King,Bellevue,WA,98004,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,225717950,"{'type': 'Point', 'coordinates': [-122.1872, 47.61001]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024001,3009,9,42
1N4AZ0CP9D,King,Bellevue,WA,98006,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,41,188546445,"{'type': 'Point', 'coordinates': [-122.12096, 47.55584]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902,3009,9,42
7SAYGDEF6N,King,Sammamish,WA,98075,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,218272267,"{'type': 'Point', 'coordinates': [-122.03539, 47.61344]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032224,3009,8,47
KNDJX3AE1G,King,Kirkland,WA,98034,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,1,151228087,"{'type': 'Point', 'coordinates': [-122.22901, 47.72201]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022203,3009,1,1
3C3CFFGE3F,Clark,Vancouver,WA,98682,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,17,153784011,"{'type': 'Point', 'coordinates': [-122.55149, 45.69345]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040714,2977,3,24
3FMTK3SU7M,King,Kirkland,WA,98034,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,145595642,"{'type': 'Point', 'coordinates': [-122.22901, 47.72201]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021904,3009,1,1
5YJSA1E25L,King,Seattle,WA,98177,2020,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,330,0,32,107100822,"{'type': 'Point', 'coordinates': [-122.36498, 47.72238]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000500,3009,7,21
5YJSA1H40F,Kitsap,Port Orchard,WA,98366,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,26,129175091,"{'type': 'Point', 'coordinates': [-122.63847, 47.54103]}",PUGET SOUND ENERGY INC,53035092300,848,6,33
5YJ3E1EC7M,Clark,Vancouver,WA,98662,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,179085035,"{'type': 'Point', 'coordinates': [-122.57722, 45.64251]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040806,2977,3,8
1FADP5CU9G,King,Kirkland,WA,98034,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,1,350013674,"{'type': 'Point', 'coordinates': [-122.22901, 47.72201]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204,3009,1,1
JTDKARFP6J,King,Bellevue,WA,98005,2018,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,48,231460883,"{'type': 'Point', 'coordinates': [-122.1621, 47.64441]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022805,3009,9,49
KM8K33AG8P,Clark,Vancouver,WA,98682,2023,HYUNDAI,KONA ELECTRIC,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,17,221318828,"{'type': 'Point', 'coordinates': [-122.55149, 45.69345]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713,2977,3,24
5YJ3E1EC0N,Snohomish,Snohomish,WA,98290,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,216559521,"{'type': 'Point', 'coordinates': [-122.09305, 47.91265]}",PUGET SOUND ENERGY INC,53061052502,3213,1,45
3FA6P0SU6J,King,Seattle,WA,98109,2018,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,36,349355394,"{'type': 'Point', 'coordinates': [-122.35022, 47.63824]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006702,3009,7,31
5YJ3E1EB7N,King,Seattle,WA,98109,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,187327955,"{'type': 'Point', 'coordinates': [-122.35022, 47.63824]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007301,3009,7,31
7SAYGDEE7N,Snohomish,Bothell,WA,98012,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,202222023,"{'type': 'Point', 'coordinates': [-122.21061, 47.83448]}",PUGET SOUND ENERGY INC,53061052107,3213,1,1
KNDJP3AE5G,King,Kirkland,WA,98033,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93,31950,45,197356806,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401,3009,1,47
KM8K33AG1K,Clark,Vancouver,WA,98684,2019,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,0,17,233014785,"{'type': 'Point', 'coordinates': [-122.5476, 45.62832]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041317,2977,3,24
3FA6P0SU3G,King,Kenmore,WA,98028,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,46,117438443,"{'type': 'Point', 'coordinates': [-122.24369, 47.75892]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102,3009,1,48
5YJ3E1EA4M,King,Kenmore,WA,98028,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,179206576,"{'type': 'Point', 'coordinates': [-122.24369, 47.75892]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022102,3009,1,48
1N4AZ0CP3F,King,Kenmore,WA,98028,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,221912708,"{'type': 'Point', 'coordinates': [-122.24369, 47.75892]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101,3009,1,48
5YJ3E1EB9K,King,Seattle,WA,98112,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,43,270796732,"{'type': 'Point', 'coordinates': [-122.30716, 47.62687]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006400,3009,7,4
7SAYGAEE6N,Clark,La Center,WA,98629,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,194047262,"{'type': 'Point', 'coordinates': [-122.67244, 45.86159]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040201,2977,3,25
JTMAB3FV5M,Clark,Ridgefield,WA,98642,2021,TOYOTA,RAV4 PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,0,17,141904528,"{'type': 'Point', 'coordinates': [-122.74595, 45.81539]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040403,2977,3,25
YV4BR0DL1M,King,Seattle,WA,98112,2021,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,43,170900544,"{'type': 'Point', 'coordinates': [-122.30716, 47.62687]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300,3009,7,4
2C4RC1N72J,King,Bellevue,WA,98006,2018,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,0,41,117256205,"{'type': 'Point', 'coordinates': [-122.12096, 47.55584]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024704,3009,9,42
5YJSA1E28H,Clark,Washougal,WA,98671,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,18,349028333,"{'type': 'Point', 'coordinates': [-122.35341, 45.57923]}",BONNEVILLE POWER ADMINISTRATION||PACIFICORP||PUD NO 1 OF CLARK COUNTY - (WA),53011040513,2977,3,25
3FA6P0PUXF,Clark,Vancouver,WA,98682,2015,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,17,191391602,"{'type': 'Point', 'coordinates': [-122.55149, 45.69345]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713,2977,3,24
1FADP5CU4G,Snohomish,Bothell,WA,98012,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,21,174253278,"{'type': 'Point', 'coordinates': [-122.21061, 47.83448]}",PUGET SOUND ENERGY INC,53061051921,3213,1,1
WP0AC2Y1XL,King,Bellevue,WA,98008,2020,PORSCHE,TAYCAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,192,0,48,177692798,"{'type': 'Point', 'coordinates': [-122.11867, 47.63131]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000,3009,9,49
3FMTK3SU8N,King,Seattle,WA,98105,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,219405147,"{'type': 'Point', 'coordinates': [-122.31911499999995, 47.661320000000046]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004500,3009,7,4
1N4AZ1BV5N,King,Bellevue,WA,98006,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,197448576,"{'type': 'Point', 'coordinates': [-122.12096, 47.55584]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024904,3009,9,42
5YJ3E1EBXN,King,Seattle,WA,98107,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,219017578,"{'type': 'Point', 'coordinates': [-122.37814999999995, 47.668660000000045]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004800,3009,7,31
7SAYGDEE7N,King,Burien,WA,98166,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,34,207252314,"{'type': 'Point', 'coordinates': [-122.34118, 47.46665]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033027600,3009,7,37
5YJ3E1EA7J,King,Seattle,WA,98119,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36,252698442,"{'type': 'Point', 'coordinates': [-122.3684, 47.64586]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900,3009,7,31
5YJXCAE27K,King,Seattle,WA,98133,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289,0,46,476307093,"{'type': 'Point', 'coordinates': [-122.3503, 47.71868]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000601,3009,7,21
YV4BR0DM4L,King,Burien,WA,98166,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,34,106963650,"{'type': 'Point', 'coordinates': [-122.34118, 47.46665]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027800,3009,7,37
1N4AZ0CP6F,King,Seattle,WA,98125,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,46,122504763,"{'type': 'Point', 'coordinates': [-122.3026, 47.72656]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,3009,7,48
1FADP5EU7H,Clark,Camas,WA,98607,2017,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,20,0,18,159793581,"{'type': 'Point', 'coordinates': [-122.40199, 45.58694]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400,2977,3,25
5YJ3E1EB3N,King,Seattle,WA,98122,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,43,186406825,"{'type': 'Point', 'coordinates': [-122.31009, 47.60803]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007503,3009,9,38
KMHC65LD5K,King,Redmond,WA,98052,2019,HYUNDAI,IONIQ,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,29,0,45,183316031,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324,3009,1,49
3FA6P0PU8E,King,Kirkland,WA,98034,2014,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,45,179549002,"{'type': 'Point', 'coordinates': [-122.22901, 47.72201]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022006,3009,1,1
1N4AZ1CV1N,King,Redmond,WA,98052,2022,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,190772284,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032323,3009,1,49
5YJYGDEEXM,King,Redmond,WA,98052,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,135037122,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605,3009,1,49
WBY73AW03P,King,Redmond,WA,98052,2023,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,48,229455460,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032331,3009,1,49
5YJ3E1EC5N,Clark,Vancouver,WA,98686,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,49,198624737,"{'type': 'Point', 'coordinates': [-122.62731, 45.71668]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803,2977,3,24
7FCTGAAA1N,Clark,Vancouver,WA,98685,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,18,213550564,"{'type': 'Point', 'coordinates': [-122.70303, 45.70954]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,2977,3,25
5YJ3E1EAXN,King,Seattle,WA,98109,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,36,185673302,"{'type': 'Point', 'coordinates': [-122.35022, 47.63824]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007002,3009,7,31
5YJYGDEE6M,King,Kirkland,WA,98034,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,45,139532725,"{'type': 'Point', 'coordinates': [-122.22901, 47.72201]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003,3009,1,1
5YJ3E1EBXJ,King,Seattle,WA,98122,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,37,475940048,"{'type': 'Point', 'coordinates': [-122.31009, 47.60803]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800,3009,9,38
1FMCU0EZ4N,King,Redmond,WA,98052,2022,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,48,227158438,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032330,3009,1,49
5YJ3E1EB8N,King,Seattle,WA,98125,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,212116530,"{'type': 'Point', 'coordinates': [-122.3026, 47.72656]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000202,3009,7,48
3C3CFFGE2G,Clark,Vancouver,WA,98685,2016,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,18,275215804,"{'type': 'Point', 'coordinates': [-122.70303, 45.70954]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040907,2977,3,25
5YJSA1S24F,King,Bellevue,WA,98005,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,48,103254049,"{'type': 'Point', 'coordinates': [-122.1621, 47.64441]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023701,3009,9,49
JTDKARFP6L,Clark,Vancouver,WA,98686,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,49,4759359,"{'type': 'Point', 'coordinates': [-122.62731, 45.71668]}",BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040803,2977,3,24
5YJSA1E20F,King,Bothell,WA,98011,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,1,171724325,"{'type': 'Point', 'coordinates': [-122.20563, 47.76144]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021905,3009,1,1
WP1AE2A2XJ,King,Redmond,WA,98052,2018,PORSCHE,CAYENNE,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,0,48,169256713,"{'type': 'Point', 'coordinates': [-122.13158, 47.67858]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022606,3009,1,49
1N4AZ0CPXF,King,Renton,WA,98059,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,11,197456577,"{'type': 'Point', 'coordinates': [-122.15771, 47.50549]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025101,3009,9,17
7SAYGDEE5N,King,Seattle,WA,98125,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,46,194034914,"{'type': 'Point', 'coordinates': [-122.3026, 47.72656]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000102,3009,7,48
5YJ3E1EA4J,Snohomish,Lake Stevens,WA,98258,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,44,335739708,"{'type': 'Point', 'coordinates': [-122.06402, 48.01497]}",PUGET SOUND ENERGY INC,53061052505,3213,1,45
1C4JJXP61P,King,Tukwila,WA,98188,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,11,228968988,"{'type': 'Point', 'coordinates': [-122.28879, 47.44538]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200,3009,9,36
1G1FZ6S02P,King,Bellevue,WA,98005,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,41,230028207,"{'type': 'Point', 'coordinates': [-122.1621, 47.64441]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500,3009,9,49
WA1G2AFY1M,King,Kirkland,WA,98033,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,48,172485708,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501,3009,1,47
5YJYGDEE5L,King,Normandy Park,WA,98166,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,33,153950576,"{'type': 'Point', 'coordinates': [-122.34118, 47.46665]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028600,3009,7,37
JHMZC5F15J,King,Bellevue,WA,98005,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,41,203415355,"{'type': 'Point', 'coordinates': [-122.1621, 47.64441]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601,3009,9,49
1G1RD6S54H,King,Kirkland,WA,98034,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,1,211651681,"{'type': 'Point', 'coordinates': [-122.22901, 47.72201]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022300,3009,1,1
1N4AZ1CP1J,King,Seattle,WA,98122,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,37,119582858,"{'type': 'Point', 'coordinates': [-122.31009, 47.60803]}",CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008700,3009,9,38
5YJRE11B88,King,Kirkland,WA,98033,2008,TESLA,ROADSTER,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,98950,45,146370661,"{'type': 'Point', 'coordinates': [-122.2066, 47.67887]}",PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022401,3009,1,47
